ID	Name	ID	Buy Vol	Buy Avg	Buy Max	Buy Min	Buy StdDev	Buy Median	Buy Percentile	Sell Vol	Sell Avg	Sell Max	Sell Min	Sell StdDev	Sell Median	Sell Percentile
28848	Anshar	28848	32.00	7,525,306,398.46	8,001,050,540.66	6,123,060,732.99	596,932,736.85	7,702,891,048.82	8,001,050,530.83	11.00	8,414,344,284.17	8,575,000,000.00	8,299,999,999.98	84,754,713.89	8,399,999,998.94	8,299,999,999.98
28850	Ark	28850	15.00	6,546,724,132.64	6,851,010,032.66	5,804,001,000.99	314,999,497.89	6,615,995,011.96	6,851,010,032.66	21.00	7,477,761,222.54	8,199,999,999.00	7,190,873,910.00	300,094,384.44	7,449,999,999.92	7,190,873,914.85
28974	Vaccines	28974	42,016.00	69,165.90	90,017.05	40,095.99	16,014.47	66,503.02	90,017.04	54,626.00	114,663.19	199,998.00	98,000.00	28,974.62	102,007.00	98,746.89
29039	Capital Antimatter Reactor Unit	29039	2,012.00	204,823.04	206,320.00	203,000.00	1,583.94	204,817.38	206,317.33	2.00	4,206,317.30	4,206,317.30	4,206,317.30	0.00	4,206,317.30	4,206,317.30
29041	Capital Crystalline Carbonide Armor Plate	29041	4,795.00	258,646.55	650,000.00	82,099.04	272,176.55	82,099.05	650,000.00	2,974.00	5,104,326.95	5,121,666.51	5,103,986.95	6,981.54	5,103,986.99	5,103,986.95
29043	Capital Deflection Shield Emitter	29043	1,500.00	163,538.79	180,000.00	161,006.29	8,953.72	161,006.29	180,000.00	666.00	999,998.97	999,998.99	999,998.97	0.01	999,998.98	999,998.97
29045	Capital Electrolytic Capacitor Unit	29045	880.00	366,841.90	739,000.97	239,001.01	206,074.41	239,001.01	739,000.97	1,014.00	1,478,001.98	1,478,001.98	1,478,001.98	0.00	1,478,001.98	1,478,001.98
29047	Capital EM Pulse Generator	29047	2,400.00	50,007.30	50,007.60	50,007.00	0.28	50,007.59	50,007.60	152.00	460,879.32	464,447.70	460,001.83	1,778.22	460,001.84	460,001.83
29049	Capital Fernite Carbide Composite Armor Plate	29049	2,000.00	69,000.18	69,000.18	69,000.18	0.00	69,000.18	69,000.18	3,002.00	700,269.82	726,999.76	700,000.00	13,499.88	713,499.88	700,000.00
29051	Capital Fusion Reactor Unit	29051	739.00	700,000.00	700,000.00	700,000.00	0.00	700,000.00	700,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29053	Capital Fusion Thruster	29053	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1,271.00	603,547.94	899,998.60	330,000.00	188,848.62	499,999.98	330,000.00
29055	Capital Gravimetric Sensor Cluster	29055	10,396.00	138,238.30	283,002.02	50,000.00	92,178.95	102,501.11	283,002.01	2,850.00	1,735,174.77	1,877,998.65	1,572,499.99	124,531.23	1,748,999.99	1,572,499.99
29057	Capital Graviton Pulse Generator	29057	2,020.00	90,000.00	90,000.00	89,999.98	0.01	89,999.99	90,000.00	50.00	486,000.00	486,000.00	486,000.00	0.00	486,000.00	486,000.00
29059	Capital Graviton Reactor Unit	29059	6,234.00	188,511.95	400,100.02	100,000.00	146,773.76	101,000.05	400,100.01	2,473.00	1,345,532.37	1,499,999.81	1,327,995.00	56,701.28	1,327,999.44	1,327,995.00
29061	Capital Ion Thruster	29061	1,300.00	100,999.04	100,999.04	100,999.03	0.00	100,999.04	100,999.04	231.00	1,522,727.08	1,599,999.99	749,998.00	425,001.00	1,599,999.99	749,998.00
29063	Capital Laser Focusing Crystals	29063	1,001.00	7,893.30	100,000.00	7,801.19	46,099.41	7,801.19	7,893.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29065	Capital Ladar Sensor Cluster	29065	301.00	200,066.45	220,000.00	200,000.00	10,000.00	200,000.00	200,066.45	58.00	3,999,999.43	4,000,000.00	3,999,998.99	0.47	3,999,999.00	3,999,998.99
29067	Capital Linear Shield Emitter	29067	150.00	775.00	775.00	775.00	0.00	775.00	775.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29069	Capital Magnetometric Sensor Cluster	29069	0.00	0.00	0.00	0.00	0.00	0.00	0.00	608.00	499,999.00	500,000.00	499,999.00	0.50	499,999.50	499,999.00
29071	Capital Magpulse Thruster	29071	7,475.00	203,349.22	412,200.01	100,000.00	147,032.97	100,000.02	412,200.01	4,831.00	696,303.31	907,899.92	599,000.00	130,221.95	599,998.66	599,000.00
29073	Capital Nanoelectrical Microprocessor	29073	1,100.00	100,010.10	100,100.00	100,001.11	49.44	100,001.11	100,100.00	832.00	1,312,427.85	1,350,000.00	1,299,999.95	22,587.35	1,299,999.96	1,299,999.95
29075	Capital Nanomechanical Microprocessor	29075	5,147.00	7,023.17	125,000.00	1,000.26	61,999.87	1,000.26	7,023.17	1,578.00	999,998.74	999,998.74	999,998.74	0.00	999,998.74	999,998.74
29077	Capital Nuclear Pulse Generator	29077	1,169.00	50,002.53	50,002.53	50,002.53	0.00	50,002.53	50,002.53	138.00	399,997.63	399,997.99	399,997.00	0.49	399,997.99	399,997.00
29079	Capital Nuclear Reactor Unit	29079	2,260.00	120,817.72	180,000.00	119,999.02	27,182.77	119,999.02	127,115.38	761.00	1,399,999.95	1,399,999.97	1,399,999.95	0.01	1,399,999.96	1,399,999.95
29081	Capital Oscillator Capacitor Unit	29081	1,014.00	629,704.14	630,000.00	600,000.01	14,999.99	615,000.01	630,000.00	1,181.00	1,599,999.79	1,600,000.01	1,599,999.75	0.10	1,599,999.82	1,599,999.75
29083	Capital Particle Accelerator Unit	29083	101.00	500,000.01	500,000.01	500,000.00	0.01	500,000.01	500,000.01	191.00	6,999,979.29	6,999,998.00	6,999,978.99	9.50	6,999,988.50	6,999,978.99
29085	Capital Photon Microprocessor	29085	1,004.00	600,000.00	600,000.00	600,000.00	0.00	600,000.00	600,000.00	1,820.00	1,501,098.90	1,600,000.00	1,500,000.00	50,000.00	1,550,000.00	1,500,000.00
29087	Capital Plasma Pulse Generator	29087	1,900.00	20,001.39	20,001.39	20,001.37	0.01	20,001.38	20,001.39	115.00	2,999,984.99	2,999,985.00	2,999,984.99	0.00	2,999,985.00	2,999,984.99
29089	Capital Plasma Thruster	29089	1.00	100,000.00	100,000.00	100,000.00	0.00	100,000.00	100,000.00	2.00	5,000,000.00	5,000,000.00	5,000,000.00	0.00	5,000,000.00	5,000,000.00
29091	Capital Pulse Shield Emitter	29091	6,039.00	107,319.30	600,000.00	12,801.26	255,190.08	12,801.26	600,000.00	614.00	962,365.76	962,365.76	962,365.76	0.00	962,365.76	962,365.76
29093	Capital Quantum Microprocessor	29093	7,625.00	208,573.78	351,000.02	100,000.00	116,223.23	129,000.05	351,000.01	4,527.00	966,446.61	1,249,000.00	946,998.75	99,531.43	947,499.50	946,998.75
29095	Capital Radar Sensor Cluster	29095	1,205.00	100,002.10	100,002.10	100,002.00	0.05	100,002.05	100,002.10	212.00	8,232,688.54	9,900,999.00	7,499,999.99	1,035,847.13	7,990,000.00	7,499,999.99
29097	Capital Scalar Capacitor Unit	29097	2,845.00	1,300,011.66	1,300,012.03	1,300,011.00	0.44	1,300,011.50	1,300,012.03	3,881.00	2,999,993.13	2,999,998.73	2,999,989.45	4.33	2,999,989.57	2,999,989.45
29099	Capital Superconductor Rails	29099	2,868.00	28,600.27	28,601.51	28,250.39	152.04	28,425.94	28,601.50	811.00	917,250.29	917,250.37	917,250.28	0.04	917,250.30	917,250.28
29101	Capital Sustained Shield Emitter	29101	4,232.00	313,832.85	506,002.02	100,000.06	151,088.14	301,500.58	506,002.01	2,604.00	1,529,423.05	1,899,999.88	886,399.91	341,193.94	1,899,999.88	967,619.09
29103	Capital Tesseract Capacitor Unit	29103	13.00	12,000.00	12,000.00	12,000.00	0.00	12,000.00	12,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29105	Capital Thermonuclear Trigger Unit	29105	1.00	420,000.00	420,000.00	420,000.00	0.00	420,000.00	420,000.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29107	Capital Titanium Diborite Armor Plate	29107	4,314.00	804,576.96	805,301.07	800,000.50	2,053.62	805,301.05	805,301.06	7,202.00	1,399,345.49	1,399,998.76	1,397,999.99	829.37	1,399,991.74	1,397,999.99
29109	Capital Tungsten Carbide Armor Plate	29109	2,000.00	78,999.89	78,999.89	78,999.89	0.00	78,999.89	78,999.89	3,159.00	1,039,580.22	1,047,999.98	1,039,497.67	2,811.53	1,039,499.96	1,039,497.68
29248	Magnate	29248	4,220.00	354,901.91	375,000.03	140,000.00	69,918.44	373,008.90	375,000.00	3,533.00	582,176.60	1,999,990.00	410,000.00	584,897.75	417,443.30	412,494.44
29266	Apotheosis	29266	216.00	8,263,239.07	8,514,848.15	7,003,150.00	593,976.98	8,514,844.04	8,514,848.07	65.00	15,252,904.24	21,999,998.99	10,999,999.00	3,544,170.59	15,555,000.00	11,249,999.75
29640	Unrefined Hyperflurite Reaction	29640	115.00	19,145.80	170,000.00	353.50	78,899.74	5,000.00	170,000.00	17.00	4,898,999.35	4,898,999.99	4,898,999.00	0.50	4,898,999.50	4,898,999.00
29641	Unrefined Ferrofluid Reaction	29641	200.00	1,502.57	2,000.00	1,005.14	497.43	1,502.57	2,000.00	13.00	1,399,769.23	3,399,000.00	800,000.00	1,299,500.00	2,099,500.00	800,000.00
29642	Unrefined Prometium Reaction	29642	510.00	4,314.54	140,000.00	1,600.83	69,199.59	1,600.83	4,314.54	55.00	3,499,999.99	3,500,000.00	3,499,999.97	0.01	3,500,000.00	3,499,999.97
29643	Unrefined Neo Mercurite Reaction	29643	130.00	12,730.95	50,000.00	1,550.23	24,224.89	1,550.23	50,000.00	53.00	591,179.07	800,000.00	197,997.00	187,152.40	647,985.97	197,997.00
29644	Unrefined Dysporite Reaction	29644	210.00	94,763.42	180,000.03	1,003.16	84,379.93	180,000.02	180,000.03	27.00	746,295.62	800,000.00	699,999.99	41,457.73	774,999.47	699,999.99
29645	Unrefined Fluxed Condensates Reaction	29645	464.00	141,715.53	190,000.00	1,500.15	91,188.90	93,000.01	181,250.01	49.00	918,223.50	1,349,999.83	659,998.98	230,762.74	686,995.99	659,998.98
29659	Unrefined Fluxed Condensates	29659	18,300.00	106,174.13	259,212.26	1,000.00	96,694.62	1,000.00	259,211.57	512.00	747,441.40	750,000.00	739,999.99	5,000.01	750,000.00	739,999.99
29660	Unrefined Dysporite	29660	1,650.00	277,272.05	700,000.00	19,998.88	309,444.47	19,998.88	700,000.00	1,853.00	2,999,998.78	2,999,998.80	2,999,998.78	0.01	2,999,998.79	2,999,998.78
29661	Unrefined Neo Mercurite	29661	112,700.00	876.29	300,000.00	250.19	111,539.10	275.10	10,646.21	398.00	1,999,899.51	1,999,899.97	1,999,898.01	0.98	1,999,899.97	1,999,898.01
29662	Unrefined Prometium	29662	6,700.00	94,779.83	200,016.80	19,999.98	84,646.96	35,000.00	200,016.74	3,920.00	2,299,999.92	2,299,999.94	2,299,999.91	0.01	2,299,999.92	2,299,999.91
29663	Unrefined Ferrofluid	29663	350.00	1,510,100.05	1,510,100.09	1,510,100.03	0.03	1,510,100.03	1,510,100.09	303.00	2,500,000.87	2,500,000.90	2,500,000.86	0.02	2,500,000.86	2,500,000.86
29664	Unrefined Hyperflurite	29664	5,200.00	11,778.94	300,000.00	250.10	149,874.95	250.10	11,778.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00
29964	Legion Defensive - Adaptive Augmenter	29964	53.00	32,687,552.27	33,110,116.00	30,000,040.02	991,088.78	33,110,111.05	33,110,116.00	97.00	40,635,638.07	59,000,000.00	37,999,921.31	5,422,394.47	37,999,960.55	37,999,921.31
29965	Legion Defensive - Nanobot Injector	29965	102.00	36,239,632.16	37,000,102.01	30,000,000.00	1,450,382.26	37,000,012.59	37,000,102.01	103.00	47,325,502.15	62,199,990.01	43,329,668.00	6,702,915.20	43,329,669.33	43,329,668.00
29966	Legion Defensive - Augmented Plating	29966	82.00	40,404,935.31	42,444,001.22	33,304,045.57	3,433,738.30	41,443,891.43	42,444,001.22	123.00	49,900,558.74	66,999,999.00	43,329,669.33	9,626,654.04	43,329,669.33	43,329,669.33
29967	Legion Defensive - Warfare Processor	29967	54.00	30,999,524.00	31,032,367.27	30,163,134.00	266,131.32	31,032,334.02	31,032,367.26	41.00	46,239,237.26	63,998,999.98	43,329,669.32	6,119,502.63	43,329,669.33	43,329,669.32
29969	Tengu Defensive - Adaptive Shielding	29969	41.00	37,089,846.56	40,334,550.04	15,000,000.00	6,529,305.69	40,303,625.05	40,334,550.04	214.00	62,006,275.03	88,999,898.95	45,817,106.92	12,487,617.79	50,486,376.98	45,817,115.21
29970	Tengu Defensive - Amplification Node	29970	55.00	38,636,989.47	42,222,000.06	35,081,000.50	2,315,846.61	39,150,000.14	42,222,000.06	731.00	59,955,469.19	88,998,999.53	43,329,669.31	13,761,187.96	54,986,009.98	43,329,669.33
29971	Tengu Defensive - Supplemental Screening	29971	83.00	40,563,264.35	41,101,000.03	35,000,000.00	1,780,084.25	41,100,000.43	41,101,000.03	326.00	54,239,366.73	87,398,999.97	43,299,999.93	10,640,086.91	43,329,669.33	43,299,999.95
29972	Tengu Defensive - Warfare Processor	29972	48.00	36,395,092.94	43,000,107.98	27,000,000.34	5,738,560.18	37,347,997.50	42,925,109.46	121.00	61,359,466.07	98,999,999.97	43,329,669.30	14,072,200.64	46,315,269.99	43,329,669.31
29974	Loki Defensive - Adaptive Shielding	29974	73.00	38,293,044.62	40,512,171.00	30,000,067.00	4,001,056.69	40,512,112.80	40,512,170.26	111.00	48,962,130.76	65,000,000.00	42,999,999.99	6,405,753.52	43,329,669.33	42,999,999.99
29975	Loki Defensive - Adaptive Augmenter	29975	66.00	39,769,454.76	40,014,128.03	32,000,000.00	1,789,045.08	40,014,033.01	40,014,128.02	217.00	45,660,580.08	63,998,999.76	42,999,999.00	5,820,333.74	43,329,669.33	43,294,339.23
29976	Loki Defensive - Amplification Node	29976	24.00	30,954,259.77	31,100,018.55	30,000,002.19	302,767.67	31,100,012.01	31,100,018.55	96.00	40,797,002.55	59,099,000.00	37,999,060.96	5,885,808.65	37,999,604.50	37,999,060.96
29977	Loki Defensive - Warfare Processor	29977	45.00	39,263,937.55	41,565,022.19	5,099,999.97	11,493,266.28	41,565,022.12	41,565,022.19	46.00	46,056,579.76	59,379,621.91	43,329,669.32	5,972,782.65	43,746,014.60	43,329,669.33
29979	Proteus Defensive - Adaptive Augmenter	29979	66.00	39,775,143.36	41,462,755.20	38,021,070.02	1,614,104.74	39,000,125.01	41,462,755.20	60.00	48,123,780.70	69,999,490.03	43,329,669.32	7,013,244.85	45,086,322.96	43,329,669.32
29980	Proteus Defensive - Nanobot Injector	29980	33.00	38,679,782.35	42,000,313.01	30,000,000.00	4,145,600.95	40,457,130.37	42,000,313.00	116.00	46,682,072.40	59,019,999.46	43,329,669.17	4,712,967.81	43,329,669.33	43,329,669.19
29981	Proteus Defensive - Augmented Plating	29981	59.00	40,285,836.31	42,500,000.21	28,030,003.02	4,462,487.27	41,501,000.00	42,500,000.20	362.00	47,445,371.93	62,000,000.00	43,329,575.61	7,016,039.33	43,329,669.33	43,329,593.54
29982	Proteus Defensive - Warfare Processor	29982	68.00	36,729,885.45	36,800,227.41	35,202,272.00	527,338.66	36,800,214.00	36,800,227.41	65.00	45,915,603.67	62,795,000.04	43,329,668.98	6,934,975.22	43,329,669.33	43,329,668.98
29984	Tengu	29984	83.00	147,153,346.94	158,001,003.35	125,000,015.08	12,803,076.20	150,536,870.40	158,001,003.33	1,008.00	193,103,331.52	500,320,111.74	163,896,996.88	38,602,869.63	179,995,000.00	163,896,996.90
29986	Legion	29986	47.00	157,760,076.20	158,300,018.40	154,927,050.00	883,437.85	158,100,220.01	158,300,018.40	251.00	184,544,431.45	244,000,000.00	164,999,995.72	18,915,746.46	182,997,692.50	164,999,995.79
29988	Proteus	29988	60.00	144,459,479.48	156,000,040.08	90,999,999.00	18,336,461.06	156,000,038.01	156,000,040.08	525.00	191,697,075.94	279,886,748.98	162,290,014.20	24,573,866.19	184,975,000.00	162,290,014.23
29990	Loki	29990	37.00	148,293,475.53	150,000,010.02	141,000,000.00	2,553,671.06	149,115,004.01	150,000,010.02	386.00	170,974,580.70	210,097,998.84	154,996,996.83	13,428,108.35	163,499,999.98	154,996,996.84
29992	Optimized Nano-engines	29992	1,465.00	713,475.09	765,115.09	265,734.89	140,117.57	760,226.75	765,115.07	5,266.00	1,011,841.27	1,444,999.97	850,094.00	190,265.77	860,227.95	850,095.96
29994	Warfare Computation Core	29994	1,711.00	717,102.50	880,000.27	566,000.01	112,822.20	835,200.16	858,950.11	961.00	1,345,185.84	1,399,998.00	1,338,295.00	19,248.31	1,338,495.92	1,338,295.91
29996	Emergent Neurovisual Interface	29996	388.00	14,051,002.33	22,002,000.10	7,777,777.00	4,662,371.25	7,777,777.00	22,002,000.08	117.00	33,473,142.43	38,000,000.00	32,998,227.55	1,546,058.51	32,998,228.57	32,998,227.56
30002	Fullerene Intercalated Sheets	30002	912.00	5,541,511.41	7,595,133.22	2,357,999.30	1,868,187.75	5,888,889.21	5,953,549.95	4,405.00	8,691,163.60	10,299,887.76	8,299,639.00	701,975.72	8,349,999.88	8,299,639.71
30008	Reinforced Metallofullerene Alloys	30008	1,772.00	532,544.14	732,508.28	500,006.00	101,704.37	500,008.65	732,507.92	3,830.00	1,303,077.48	1,997,994.30	899,998.00	333,937.25	1,129,999.96	999,795.51
30018	Fused Nanomechanical Engines	30018	259,736.00	13,499.68	17,354.38	9,900.02	2,682.30	11,400.17	17,354.38	131,689.00	25,903.14	49,999.99	19,999.42	8,783.31	24,680.50	20,726.05
30019	Powdered C-540 Graphite	30019	515,852.00	2,515.29	3,550.01	1,755.26	686.77	1,938.38	3,550.00	649,269.00	4,474.27	9,411.28	3,744.95	1,639.17	4,000.00	3,744.96
30021	Modified Fluid Router	30021	331,547.00	42,345.59	46,206.42	30,000.01	6,366.44	46,129.84	46,206.42	518,733.00	62,589.43	99,999.00	47,498.94	11,696.44	52,895.67	48,989.12
30022	Heuristic Selfassemblers	30022	76,055.00	32,241.99	45,708.06	21,000.00	8,808.42	34,652.13	41,160.99	60,387.00	59,066.93	89,000.00	45,095.89	13,367.93	47,998.50	45,095.94
30024	Cartesian Temporal Coordinator	30024	55,544.00	10,029.08	10,032.59	10,016.49	6.07	10,032.59	10,032.59	537,554.00	16,812.93	39,999.99	10,989.35	4,469.92	16,616.68	10,989.39
30036	Legion Electronics - Energy Parasitic Complex	30036	25.00	35,112,070.17	36,146,030.13	28,000,000.00	2,548,206.62	36,010,155.02	36,146,030.13	133.00	43,023,654.31	60,100,099.99	40,795,918.08	6,158,635.04	40,795,930.94	40,795,918.08
30038	Legion Electronics - Tactical Targeting Network	30038	29.00	38,897,022.80	40,119,491.76	35,000,000.00	1,403,629.45	39,025,650.75	40,117,069.39	58.00	54,662,607.90	73,499,996.97	41,453,594.29	7,944,918.37	53,648,497.95	41,453,594.29
30040	Legion Electronics - Dissolution Sequencer	30040	190.00	33,749,140.50	34,000,254.41	28,000,603.58	1,118,330.61	34,000,200.24	34,000,254.41	212.00	46,989,427.04	67,989,997.38	39,999,898.95	10,173,260.10	41,816,736.36	39,999,898.95
30042	Legion Electronics - Emergent Locus Analyzer	30042	48.00	36,923,423.79	37,022,274.01	36,000,149.82	267,190.54	37,022,234.09	37,022,272.25	72.00	45,320,287.13	55,449,987.97	41,453,592.99	5,549,873.62	42,048,687.96	41,453,592.99
30046	Tengu Electronics - Obfuscation Manifold	30046	58.00	18,656,226.23	23,502,902.37	13,000,000.32	4,555,204.90	17,000,000.00	23,502,902.37	220.00	35,275,761.36	56,999,991.98	27,799,920.98	5,440,855.98	29,899,359.83	27,799,922.15
30048	Tengu Electronics - CPU Efficiency Gate	30048	96.00	35,219,754.88	40,144,056.05	31,122,120.15	3,661,104.21	35,500,000.00	40,144,056.05	218.00	43,645,007.83	54,519,998.96	41,453,594.25	4,426,487.25	41,453,594.29	41,453,594.26
30050	Tengu Electronics - Dissolution Sequencer	30050	49.00	38,415,326.73	40,002,002.53	15,600,001.00	6,608,943.06	39,403,558.57	40,002,002.53	391.00	48,635,001.78	61,607,962.01	40,998,999.97	8,935,386.81	41,453,594.29	41,369,484.23
30052	Tengu Electronics - Emergent Locus Analyzer	30052	101.00	39,491,590.11	40,186,000.18	30,000,000.03	2,271,307.04	40,185,510.71	40,186,000.18	124.00	48,232,400.81	53,997,998.95	41,453,594.29	3,395,649.74	48,999,000.00	41,453,594.29
30056	Proteus Electronics - Friction Extension Processor	30056	35.00	31,687,690.30	38,000,022.05	21,000,005.02	5,371,591.07	30,005,000.78	38,000,022.05	154.00	47,452,662.92	100,000,000.00	41,453,594.28	13,027,478.82	49,188,840.71	41,453,594.29
30058	Proteus Electronics - CPU Efficiency Gate	30058	15.00	37,520,802.56	39,200,779.70	35,000,036.01	2,099,966.78	37,101,029.47	39,200,779.70	136.00	51,108,906.01	68,999,991.94	41,453,591.90	5,558,121.91	41,453,594.29	41,453,591.90
30060	Proteus Electronics - Dissolution Sequencer	30060	69.00	38,850,384.93	41,000,309.34	30,000,000.00	3,374,117.48	41,000,253.89	41,000,309.34	68.00	50,179,011.19	57,999,821.00	43,646,599.08	5,950,958.76	54,998,997.91	43,646,599.08
30062	Proteus Electronics - Emergent Locus Analyzer	30062	41.00	36,589,354.54	39,500,132.97	30,000,000.02	2,809,835.31	38,007,375.00	39,500,132.97	77.00	44,889,002.38	61,255,989.92	41,453,594.28	6,629,886.37	41,453,594.29	41,453,594.28
30066	Loki Electronics - Immobility Drivers	30066	73.00	34,684,273.49	35,011,095.10	31,037,085.00	1,418,808.21	35,011,038.82	35,011,082.05	297.00	46,040,351.93	55,999,999.98	40,899,997.00	5,277,356.22	41,499,999.99	40,899,999.24
30068	Loki Electronics - Tactical Targeting Network	30068	71.00	32,408,141.31	33,001,067.57	26,000,000.26	1,339,026.78	33,001,024.75	33,001,067.57	73.00	44,012,900.29	54,500,000.00	41,000,000.00	4,760,185.53	41,453,594.29	41,383,755.36
30070	Loki Electronics - Dissolution Sequencer	30070	33.00	32,818,960.72	33,001,067.56	30,000,000.00	748,547.05	33,001,026.03	33,001,067.56	56.00	46,388,724.31	57,589,972.50	40,449,000.00	5,651,117.38	45,624,391.30	40,649,660.41
30072	Loki Electronics - Emergent Locus Analyzer	30072	83.00	35,835,356.82	36,350,023.02	28,000,000.00	1,547,102.30	36,350,006.14	36,350,023.01	85.00	42,691,508.07	54,749,007.79	41,453,017.98	5,173,350.78	41,453,594.29	41,453,018.88
30076	Legion Propulsion - Chassis Optimization	30076	28.00	34,782,545.62	37,601,002.02	32,000,000.00	2,737,358.21	37,100,008.00	37,601,002.02	171.00	47,473,387.80	69,399,619.91	40,556,457.59	8,321,291.79	41,970,000.00	40,556,457.62
30078	Legion Propulsion - Fuel Catalyst	30078	128.00	38,288,532.35	38,911,056.18	30,000,000.00	2,488,589.83	38,911,041.65	38,911,056.18	168.00	43,535,873.02	74,100,000.00	40,556,457.67	8,444,082.97	40,556,457.70	40,556,457.67
30080	Legion Propulsion - Wake Limiter	30080	58.00	31,669,650.08	33,000,367.22	25,000,166.54	2,242,539.10	33,000,244.00	33,000,367.21	59.00	40,599,548.15	43,120,000.00	40,555,996.70	897,160.54	40,555,996.72	40,555,996.71
30082	Legion Propulsion - Interdiction Nullifier	30082	32.00	34,990,205.39	37,004,266.02	30,000,000.00	1,724,611.27	36,029,465.25	37,004,266.02	90.00	41,462,670.57	53,498,984.97	39,999,997.95	5,230,502.30	40,556,457.70	39,999,997.96
30086	Tengu Propulsion - Intercalated Nanofibers	30086	62.00	26,158,132.27	27,100,180.00	20,000,000.01	2,170,357.11	27,100,096.81	27,100,179.59	167.00	40,283,798.61	54,619,998.11	30,899,629.99	7,679,707.87	40,556,457.70	30,899,630.17
30088	Tengu Propulsion - Gravitational Capacitor	30088	73.00	36,463,008.31	39,000,000.11	17,011,000.01	6,654,430.29	38,073,362.05	38,310,835.09	86.00	46,922,838.96	67,999,998.75	40,556,457.68	7,574,764.77	40,556,457.70	40,556,457.68
30090	Tengu Propulsion - Fuel Catalyst	30090	77.00	37,016,178.45	38,882,000.10	32,000,009.00	2,315,730.53	37,755,942.50	38,882,000.10	558.00	47,700,778.42	69,900,881.99	38,882,000.11	7,914,837.19	40,556,457.70	40,426,959.14
30092	Tengu Propulsion - Interdiction Nullifier	30092	80.00	38,339,308.65	39,255,024.03	35,002,083.02	1,756,239.60	38,586,486.24	39,255,024.02	290.00	58,074,597.34	90,999,994.96	40,556,457.69	13,736,339.79	44,599,998.21	40,556,457.70
30096	Proteus Propulsion - Wake Limiter	30096	102.00	10,098,042.78	10,100,004.30	10,000,003.58	28,747.59	10,100,004.30	10,100,004.30	99.00	38,177,443.67	51,963,905.97	26,999,625.99	8,629,271.57	40,556,457.70	26,999,627.66
30098	Proteus Propulsion - Localized Injectors	30098	96.00	27,002,716.12	28,000,008.84	20,006,000.00	3,757,393.10	28,000,003.01	28,000,008.74	177.00	41,974,651.08	74,999,999.90	40,556,457.69	13,258,096.48	40,556,457.70	40,556,457.69
30100	Proteus Propulsion - Gravitational Capacitor	30100	60.00	35,360,906.74	40,000,010.61	28,500,312.90	3,645,397.91	36,529,615.00	40,000,010.61	61.00	47,738,249.15	61,800,000.00	40,556,457.70	7,825,966.30	44,614,599.81	40,556,457.70
30102	Proteus Propulsion - Interdiction Nullifier	30102	65.00	37,429,877.13	40,100,447.50	28,000,000.00	3,812,756.57	38,163,789.33	40,100,447.50	122.00	45,699,390.29	57,620,323.09	40,556,457.70	5,303,037.36	42,381,245.94	40,556,457.70
30106	Loki Propulsion - Chassis Optimization	30106	93.00	36,345,889.95	37,113,666.07	20,000,000.00	4,031,728.86	37,113,369.10	37,113,666.07	143.00	44,108,955.50	77,799,879.98	39,000,000.00	8,820,119.16	44,614,000.00	39,874,999.95
30108	Loki Propulsion - Intercalated Nanofibers	30108	58.00	34,801,424.94	36,921,100.01	20,000,000.04	4,085,429.26	35,313,720.65	36,921,100.01	57.00	41,990,172.04	54,999,992.95	40,000,000.00	5,734,878.56	40,558,778.85	40,370,971.77
30110	Loki Propulsion - Fuel Catalyst	30110	63.00	36,076,086.25	38,299,988.60	27,000,000.00	2,727,834.55	35,386,677.07	38,299,988.59	191.00	46,227,281.72	61,999,961.56	40,556,457.63	5,913,497.35	40,556,457.70	40,556,457.65
30112	Loki Propulsion - Interdiction Nullifier	30112	60.00	38,269,337.23	38,829,338.41	28,000,000.00	2,876,549.25	38,829,277.97	38,829,338.40	100.00	45,812,784.24	53,459,992.00	40,000,000.00	4,880,809.09	47,449,999.50	40,437,216.70
30117	Legion Offensive - Drone Synthesis Projector	30117	102.00	25,922,687.00	28,300,118.00	20,000,000.01	2,408,471.46	26,300,206.10	28,300,117.23	133.00	44,377,123.36	55,249,927.73	42,008,005.56	3,980,160.63	42,008,005.58	42,008,005.56
30118	Legion Offensive - Assault Optimization	30118	61.00	34,658,468.06	36,150,116.16	19,999,999.99	3,577,898.73	36,150,068.20	36,150,115.68	157.00	43,901,156.23	55,663,990.96	43,124,663.00	3,882,006.75	43,124,871.91	43,124,665.80
30119	Legion Offensive - Liquid Crystal Magnifiers	30119	131.00	39,573,235.37	40,650,007.86	22,000,001.87	4,795,401.49	40,650,007.00	40,650,007.86	178.00	44,038,203.00	56,999,989.97	42,999,999.98	3,219,214.88	43,446,898.92	42,999,999.98
30120	Legion Offensive - Covert Reconfiguration	30120	33.00	38,985,649.56	42,493,277.83	30,000,000.00	3,719,356.17	40,103,944.89	42,493,277.43	124.00	47,231,095.16	79,999,988.04	43,446,896.99	7,896,373.88	45,745,867.89	43,446,898.62
